"","NRO","SEXO","EDAD","edideal_muj","edideal_hom","DOMINIO","NSEGrup"
"1",1,"Femenino",55,25,30,"Lima-Callao","A/B"
"2",2,"Masculino",62,26,30,"Lima-Callao","A/B"
"3",3,"Femenino",70,28,30,"Lima-Callao","A/B"
"4",4,"Femenino",20,30,35,"Lima-Callao","A/B"
"5",5,"Femenino",18,25,30,"Lima-Callao","A/B"
"6",6,"Masculino",25,25,30,"Lima-Callao","C"
"7",7,"Masculino",46,30,35,"Lima-Callao","D/E"
"8",8,"Masculino",38,35,38,"Lima-Callao","C"
"9",9,"Masculino",52,25,25,"Lima-Callao","C"
"10",10,"Femenino",53,26,28,"Lima-Callao","C"
"11",11,"Femenino",43,23,23,"Lima-Callao","C"
"12",12,"Masculino",68,22,25,"Lima-Callao","D/E"
"13",13,"Femenino",27,30,30,"Lima-Callao","C"
"14",14,"Masculino",21,32,34,"Lima-Callao","D/E"
"15",15,"Masculino",42,18,22,"Lima-Callao","C"
"16",16,"Femenino",33,30,35,"Lima-Callao","A/B"
"17",17,"Masculino",37,30,36,"Lima-Callao","C"
"18",18,"Masculino",67,25,30,"Lima-Callao","A/B"
"19",19,"Femenino",70,25,30,"Lima-Callao","A/B"
"20",20,"Femenino",21,28,28,"Lima-Callao","A/B"
"21",21,"Masculino",69,25,30,"Lima-Callao","C"
"22",22,"Femenino",33,30,35,"Lima-Callao","C"
"23",23,"Femenino",67,30,35,"Lima-Callao","C"
"24",24,"Masculino",24,25,28,"Lima-Callao","A/B"
"25",25,"Masculino",33,29,34,"Lima-Callao","C"
"26",26,"Femenino",70,25,30,"Lima-Callao","A/B"
"27",27,"Femenino",26,25,25,"Lima-Callao","A/B"
"28",28,"Femenino",23,30,35,"Lima-Callao","D/E"
"29",29,"Femenino",32,30,30,"Lima-Callao","C"
"30",30,"Masculino",65,25,30,"Lima-Callao","D/E"
"31",31,"Femenino",43,30,35,"Lima-Callao","A/B"
"32",32,"Femenino",67,30,30,"Lima-Callao","C"
"33",33,"Femenino",19,25,25,"Lima-Callao","A/B"
"34",34,"Masculino",39,25,25,"Lima-Callao","A/B"
"35",35,"Masculino",80,25,28,"Lima-Callao","A/B"
"36",36,"Femenino",37,33,37,"Lima-Callao","A/B"
"37",37,"Femenino",60,30,30,"Lima-Callao","A/B"
"38",38,"Masculino",23,28,30,"Lima-Callao","A/B"
"39",39,"Masculino",35,24,24,"Lima-Callao","A/B"
"40",40,"Masculino",25,28,28,"Lima-Callao","A/B"
"41",41,"Femenino",42,28,30,"Lima-Callao","D/E"
"42",42,"Masculino",29,25,30,"Lima-Callao","A/B"
"43",43,"Masculino",29,22,25,"Lima-Callao","A/B"
"44",44,"Femenino",50,99,99,"Lima-Callao","C"
"45",45,"Masculino",67,22,29,"Lima-Callao","D/E"
"46",46,"Masculino",42,30,30,"Lima-Callao","D/E"
"47",47,"Femenino",64,27,32,"Lima-Callao","C"
"48",48,"Femenino",19,30,30,"Lima-Callao","C"
"49",49,"Femenino",80,24,28,"Lima-Callao","A/B"
"50",50,"Masculino",65,25,30,"Lima-Callao","A/B"
"51",51,"Femenino",39,35,35,"Lima-Callao","A/B"
"52",52,"Femenino",30,30,30,"Lima-Callao","A/B"
"53",53,"Masculino",40,26,30,"Lima-Callao","A/B"
"54",54,"Femenino",21,27,30,"Lima-Callao","A/B"
"55",55,"Masculino",29,33,39,"Lima-Callao","C"
"56",56,"Masculino",19,23,23,"Lima-Callao","A/B"
"57",57,"Femenino",57,27,28,"Lima-Callao","C"
"58",58,"Femenino",41,30,35,"Lima-Callao","C"
"59",59,"Masculino",45,25,26,"Lima-Callao","C"
"60",60,"Masculino",18,26,26,"Lima-Callao","A/B"
"61",61,"Femenino",28,29,30,"Lima-Callao","C"
"62",62,"Masculino",22,25,25,"Lima-Callao","C"
"63",63,"Femenino",18,26,30,"Lima-Callao","A/B"
"64",64,"Masculino",35,30,30,"Lima-Callao","A/B"
"65",65,"Masculino",28,23,25,"Lima-Callao","C"
"66",66,"Femenino",47,25,30,"Lima-Callao","C"
"67",67,"Femenino",44,28,24,"Lima-Callao","A/B"
"68",68,"Masculino",20,28,28,"Lima-Callao","C"
"69",69,"Femenino",19,25,25,"Lima-Callao","C"
"70",70,"Femenino",29,30,35,"Lima-Callao","C"
"71",71,"Masculino",46,25,28,"Lima-Callao","C"
"72",72,"Masculino",40,30,35,"Lima-Callao","C"
"73",73,"Femenino",31,20,22,"Lima-Callao","D/E"
"74",74,"Femenino",38,21,23,"Lima-Callao","C"
"75",75,"Masculino",57,30,30,"Lima-Callao","C"
"76",76,"Femenino",58,20,25,"Lima-Callao","D/E"
"77",77,"Femenino",22,27,27,"Lima-Callao","D/E"
"78",78,"Masculino",27,28,30,"Lima-Callao","D/E"
"79",79,"Femenino",22,30,35,"Lima-Callao","D/E"
"80",80,"Masculino",35,35,35,"Lima-Callao","D/E"
"81",81,"Femenino",53,25,30,"Lima-Callao","A/B"
"82",82,"Masculino",28,27,27,"Lima-Callao","C"
"83",83,"Masculino",42,28,30,"Lima-Callao","A/B"
"84",84,"Masculino",47,25,25,"Lima-Callao","D/E"
"85",85,"Masculino",40,25,30,"Lima-Callao","C"
"86",86,"Femenino",22,27,30,"Lima-Callao","C"
"87",87,"Femenino",24,25,25,"Lima-Callao","C"
"88",88,"Femenino",42,30,32,"Lima-Callao","D/E"
"89",89,"Masculino",58,25,30,"Lima-Callao","A/B"
"90",90,"Femenino",29,23,26,"Lima-Callao","D/E"
"91",91,"Femenino",45,25,28,"Lima-Callao","D/E"
"92",92,"Femenino",38,30,35,"Lima-Callao","C"
"93",93,"Masculino",20,25,30,"Lima-Callao","C"
"94",94,"Masculino",42,28,32,"Lima-Callao","D/E"
"95",95,"Femenino",24,25,30,"Lima-Callao","D/E"
"96",96,"Masculino",24,28,27,"Lima-Callao","C"
"97",97,"Femenino",23,99,99,"Lima-Callao","D/E"
"98",98,"Masculino",56,21,28,"Lima-Callao","D/E"
"99",99,"Femenino",37,99,99,"Lima-Callao","C"
"100",100,"Femenino",43,20,22,"Lima-Callao","D/E"
"101",101,"Femenino",52,24,24,"Lima-Callao","D/E"
"102",102,"Masculino",18,30,30,"Lima-Callao","C"
"103",103,"Masculino",40,25,25,"Lima-Callao","C"
"104",104,"Masculino",45,23,25,"Lima-Callao","A/B"
"105",105,"Femenino",30,25,30,"Lima-Callao","C"
"106",106,"Femenino",26,20,25,"Lima-Callao","D/E"
"107",107,"Femenino",26,99,99,"Lima-Callao","D/E"
"108",108,"Masculino",36,20,30,"Lima-Callao","D/E"
"109",109,"Masculino",27,99,99,"Lima-Callao","A/B"
"110",110,"Femenino",55,19,19,"Lima-Callao","D/E"
"111",111,"Masculino",54,25,25,"Lima-Callao","D/E"
"112",112,"Masculino",54,25,25,"Lima-Callao","C"
"113",113,"Masculino",18,27,29,"Lima-Callao","A/B"
"114",114,"Femenino",62,25,28,"Lima-Callao","C"
"115",115,"Masculino",30,25,25,"Lima-Callao","C"
"116",116,"Femenino",20,25,25,"Lima-Callao","D/E"
"117",117,"Femenino",36,30,30,"Lima-Callao","C"
"118",118,"Masculino",73,28,30,"Lima-Callao","A/B"
"119",119,"Masculino",42,26,30,"Lima-Callao","D/E"
"120",120,"Femenino",48,26,28,"Lima-Callao","A/B"
"121",121,"Masculino",34,30,35,"Lima-Callao","D/E"
"122",122,"Masculino",37,30,32,"Lima-Callao","D/E"
"123",123,"Masculino",21,30,30,"Lima-Callao","C"
"124",124,"Femenino",22,28,28,"Lima-Callao","A/B"
"125",125,"Femenino",42,25,30,"Lima-Callao","C"
"126",126,"Femenino",48,26,32,"Lima-Callao","C"
"127",127,"Masculino",29,25,25,"Lima-Callao","C"
"128",128,"Masculino",63,30,32,"Lima-Callao","A/B"
"129",129,"Femenino",60,25,25,"Lima-Callao","A/B"
"130",130,"Masculino",60,25,28,"Lima-Callao","A/B"
"131",131,"Femenino",36,27,30,"Lima-Callao","A/B"
"132",132,"Femenino",26,28,30,"Lima-Callao","A/B"
"133",133,"Femenino",29,28,35,"Lima-Callao","C"
"134",134,"Masculino",20,25,27,"Lima-Callao","A/B"
"135",135,"Femenino",49,23,25,"Lima-Callao","A/B"
"136",136,"Masculino",35,20,25,"Lima-Callao","D/E"
"137",137,"Masculino",66,22,25,"Lima-Callao","A/B"
"138",138,"Masculino",35,30,30,"Lima-Callao","A/B"
"139",139,"Masculino",37,99,99,"Lima-Callao","A/B"
"140",140,"Masculino",19,26,26,"Lima-Callao","C"
"141",141,"Femenino",18,26,28,"Lima-Callao","C"
"142",142,"Femenino",32,27,30,"Lima-Callao","A/B"
"143",143,"Femenino",52,25,30,"Lima-Callao","A/B"
"144",144,"Masculino",25,30,32,"Lima-Callao","D/E"
"145",145,"Masculino",28,25,27,"Lima-Callao","A/B"
"146",146,"Masculino",34,30,35,"Lima-Callao","D/E"
"147",147,"Femenino",49,30,30,"Lima-Callao","A/B"
"148",148,"Masculino",20,20,25,"Lima-Callao","C"
"149",149,"Masculino",67,20,25,"Lima-Callao","C"
"150",150,"Femenino",39,30,30,"Lima-Callao","C"
"151",151,"Femenino",26,30,30,"Lima-Callao","C"
"152",152,"Femenino",35,30,35,"Lima-Callao","A/B"
"153",153,"Masculino",23,30,32,"Lima-Callao","A/B"
"154",154,"Femenino",19,25,30,"Lima-Callao","A/B"
"155",155,"Masculino",65,25,30,"Lima-Callao","A/B"
"156",156,"Masculino",30,30,35,"Lima-Callao","A/B"
"157",157,"Femenino",42,30,35,"Lima-Callao","A/B"
"158",158,"Femenino",57,25,30,"Lima-Callao","A/B"
"159",159,"Masculino",67,28,30,"Lima-Callao","A/B"
"160",160,"Femenino",61,25,30,"Lima-Callao","A/B"
"161",161,"Femenino",36,32,35,"Lima-Callao","A/B"
"162",162,"Masculino",22,25,25,"Lima-Callao","A/B"
"163",163,"Masculino",56,30,33,"Lima-Callao","A/B"
"164",164,"Femenino",69,25,30,"Lima-Callao","A/B"
"165",165,"Femenino",48,27,35,"Lima-Callao","A/B"
"166",166,"Masculino",52,28,30,"Lima-Callao","A/B"
"167",167,"Masculino",37,30,40,"Lima-Callao","A/B"
"168",168,"Femenino",23,24,24,"Lima-Callao","A/B"
"169",169,"Femenino",48,27,30,"Lima-Callao","A/B"
"170",170,"Femenino",52,30,35,"Lima-Callao","A/B"
"171",171,"Masculino",81,25,30,"Lima-Callao","A/B"
"172",172,"Masculino",34,25,27,"Lima-Callao","A/B"
"173",173,"Femenino",36,25,30,"Lima-Callao","A/B"
"174",174,"Femenino",38,35,35,"Lima-Callao","A/B"
"175",175,"Masculino",29,30,30,"Lima-Callao","A/B"
"176",176,"Femenino",22,25,28,"Lima-Callao","A/B"
"177",177,"Masculino",51,29,33,"Lima-Callao","A/B"
"178",178,"Masculino",20,24,28,"Lima-Callao","A/B"
"179",179,"Masculino",66,24,30,"Lima-Callao","A/B"
"180",180,"Femenino",66,25,27,"Lima-Callao","A/B"
"181",181,"Masculino",35,30,30,"Lima-Callao","A/B"
"182",182,"Femenino",48,25,35,"Lima-Callao","A/B"
"183",183,"Femenino",19,30,30,"Lima-Callao","A/B"
"184",184,"Femenino",38,30,35,"Lima-Callao","A/B"
"185",185,"Masculino",52,25,25,"Lima-Callao","A/B"
"186",186,"Masculino",62,30,35,"Lima-Callao","A/B"
"187",187,"Masculino",40,25,20,"Lima-Callao","A/B"
"188",188,"Femenino",30,35,35,"Lima-Callao","A/B"
"189",189,"Femenino",50,30,35,"Lima-Callao","A/B"
"190",190,"Masculino",29,25,26,"Lima-Callao","A/B"
"191",191,"Femenino",45,28,35,"Lima-Callao","A/B"
"192",192,"Femenino",22,28,32,"Lima-Callao","A/B"
"193",193,"Femenino",24,25,30,"Lima-Callao","A/B"
"194",194,"Femenino",83,20,20,"Lima-Callao","A/B"
"195",195,"Femenino",59,30,30,"Lima-Callao","A/B"
"196",196,"Masculino",31,30,30,"Lima-Callao","A/B"
"197",197,"Femenino",44,27,35,"Lima-Callao","A/B"
"198",198,"Femenino",18,24,24,"Lima-Callao","A/B"
"199",199,"Masculino",59,30,34,"Lima-Callao","A/B"
"200",200,"Masculino",18,28,30,"Lima-Callao","A/B"
"201",201,"Masculino",66,30,33,"Lima-Callao","A/B"
"202",202,"Femenino",70,23,25,"Lima-Callao","A/B"
"203",203,"Femenino",60,25,25,"Lima-Callao","A/B"
"204",204,"Femenino",27,30,30,"Lima-Callao","A/B"
"205",205,"Femenino",42,25,28,"Lima-Callao","A/B"
"206",206,"Masculino",42,60,99,"Lima-Callao","A/B"
"207",207,"Masculino",34,26,32,"Lima-Callao","A/B"
"208",208,"Masculino",20,25,30,"Lima-Callao","A/B"
"209",209,"Masculino",73,99,99,"Lima-Callao","A/B"
"210",210,"Masculino",65,26,30,"Lima-Callao","A/B"
"211",211,"Femenino",54,25,29,"Lima-Callao","A/B"
"212",212,"Masculino",18,27,28,"Lima-Callao","A/B"
"213",213,"Femenino",72,26,30,"Lima-Callao","C"
"214",214,"Masculino",40,25,28,"Lima-Callao","A/B"
"215",215,"Femenino",30,99,99,"Lima-Callao","A/B"
"216",216,"Femenino",23,27,30,"Lima-Callao","A/B"
"217",217,"Masculino",54,25,30,"Lima-Callao","D/E"
"218",218,"Femenino",56,25,30,"Lima-Callao","C"
"219",219,"Femenino",24,35,40,"Lima-Callao","D/E"
"220",220,"Femenino",55,35,40,"Lima-Callao","A/B"
"221",221,"Femenino",36,30,30,"Lima-Callao","A/B"
"222",222,"Femenino",43,20,20,"Lima-Callao","A/B"
"223",223,"Masculino",18,30,30,"Lima-Callao","A/B"
"224",224,"Masculino",41,28,35,"Lima-Callao","C"
"225",225,"Femenino",19,24,24,"Lima-Callao","C"
"226",226,"Masculino",27,30,30,"Lima-Callao","C"
"227",227,"Masculino",19,28,30,"Lima-Callao","A/B"
"228",228,"Femenino",54,26,35,"Lima-Callao","D/E"
"229",229,"Femenino",36,25,25,"Lima-Callao","C"
"230",230,"Masculino",60,26,30,"Lima-Callao","C"
"231",231,"Masculino",34,20,20,"Lima-Callao","C"
"232",232,"Masculino",40,25,28,"Lima-Callao","C"
"233",233,"Femenino",24,30,35,"Lima-Callao","C"
"234",234,"Masculino",18,24,24,"Lima-Callao","D/E"
"235",235,"Femenino",63,22,30,"Lima-Callao","C"
"236",236,"Femenino",47,25,30,"Lima-Callao","D/E"
"237",237,"Masculino",74,40,40,"Lima-Callao","D/E"
"238",238,"Femenino",43,25,30,"Lima-Callao","C"
"239",239,"Masculino",35,28,28,"Lima-Callao","D/E"
"240",240,"Masculino",44,25,25,"Lima-Callao","C"
"241",241,"Femenino",23,30,30,"Lima-Callao","C"
"242",242,"Femenino",45,99,99,"Lima-Callao","C"
"243",243,"Masculino",31,27,27,"Lima-Callao","D/E"
"244",244,"Masculino",60,20,22,"Lima-Callao","D/E"
"245",245,"Femenino",32,25,25,"Lima-Callao","D/E"
"246",246,"Femenino",19,25,30,"Lima-Callao","D/E"
"247",247,"Masculino",20,23,22,"Lima-Callao","D/E"
"248",248,"Masculino",29,25,25,"Lima-Callao","D/E"
"249",249,"Masculino",75,99,99,"Lima-Callao","D/E"
"250",250,"Masculino",18,25,25,"Lima-Callao","A/B"
"251",251,"Femenino",49,25,30,"Lima-Callao","D/E"
"252",252,"Femenino",20,28,32,"Lima-Callao","C"
"253",253,"Femenino",44,25,30,"Lima-Callao","C"
"254",254,"Masculino",20,22,22,"Lima-Callao","C"
"255",255,"Masculino",43,30,30,"Lima-Callao","C"
"256",256,"Masculino",38,25,25,"Lima-Callao","C"
"257",257,"Masculino",24,35,35,"Lima-Callao","C"
"258",258,"Femenino",36,35,40,"Lima-Callao","D/E"
"259",259,"Masculino",43,30,30,"Lima-Callao","C"
"260",260,"Femenino",49,30,30,"Lima-Callao","D/E"
"261",261,"Masculino",83,22,22,"Lima-Callao","C"
"262",262,"Femenino",18,20,23,"Lima-Callao","D/E"
"263",263,"Femenino",44,30,30,"Lima-Callao","C"
"264",264,"Femenino",27,32,32,"Lima-Callao","C"
"265",265,"Femenino",29,30,35,"Lima-Callao","C"
"266",266,"Femenino",71,25,30,"Lima-Callao","C"
"267",267,"Masculino",72,25,25,"Lima-Callao","D/E"
"268",268,"Masculino",44,25,25,"Lima-Callao","A/B"
"269",269,"Femenino",60,25,29,"Lima-Callao","C"
"270",270,"Masculino",29,25,25,"Lima-Callao","A/B"
"271",271,"Femenino",39,29,30,"Lima-Callao","D/E"
"272",272,"Femenino",36,25,25,"Lima-Callao","A/B"
"273",273,"Femenino",62,20,30,"Lima-Callao","D/E"
"274",274,"Femenino",37,30,35,"Lima-Callao","A/B"
"275",275,"Masculino",28,25,25,"Lima-Callao","D/E"
"276",276,"Masculino",75,20,25,"Lima-Callao","A/B"
"277",277,"Femenino",24,30,30,"Lima-Callao","D/E"
"278",278,"Femenino",26,24,28,"Lima-Callao","D/E"
"279",279,"Femenino",33,25,30,"Lima-Callao","C"
"280",280,"Masculino",37,25,25,"Lima-Callao","D/E"
"281",281,"Femenino",44,20,23,"Lima-Callao","D/E"
"282",282,"Femenino",36,30,30,"Lima-Callao","C"
"283",283,"Femenino",21,99,99,"Lima-Callao","D/E"
"284",284,"Femenino",45,25,30,"Lima-Callao","D/E"
"285",285,"Masculino",66,20,20,"Lima-Callao","D/E"
"286",286,"Masculino",37,25,26,"Lima-Callao","D/E"
"287",287,"Masculino",23,25,27,"Lima-Callao","C"
"288",288,"Masculino",50,30,30,"Lima-Callao","D/E"
"289",289,"Femenino",39,30,30,"Lima-Callao","C"
"290",290,"Femenino",20,25,30,"Lima-Callao","C"
"291",291,"Femenino",18,30,30,"Lima-Callao","D/E"
"292",292,"Masculino",28,99,99,"Lima-Callao","C"
"293",293,"Masculino",25,27,27,"Lima-Callao","D/E"
"294",294,"Femenino",53,25,30,"Lima-Callao","D/E"
"295",295,"Masculino",70,26,30,"Lima-Callao","C"
"296",296,"Masculino",32,25,30,"Lima-Callao","D/E"
"297",297,"Masculino",60,25,30,"Lima-Callao","A/B"
"298",298,"Femenino",42,22,28,"Lima-Callao","C"
"299",299,"Femenino",19,27,27,"Lima-Callao","A/B"
"300",300,"Masculino",26,28,30,"Lima-Callao","C"
"301",301,"Masculino",30,25,30,"Lima-Callao","C"
"302",302,"Femenino",22,25,25,"Lima-Callao","D/E"
"303",303,"Femenino",53,99,99,"Lima-Callao","A/B"
"304",304,"Femenino",43,28,35,"Lima-Callao","A/B"
"305",305,"Masculino",61,27,29,"Lima-Callao","C"
"306",306,"Femenino",22,29,30,"Lima-Callao","C"
"307",307,"Femenino",57,26,28,"Lima-Callao","C"
"308",308,"Femenino",56,30,30,"Lima-Callao","A/B"
"309",309,"Masculino",48,32,32,"Lima-Callao","A/B"
"310",310,"Femenino",37,35,35,"Lima-Callao","A/B"
"311",311,"Masculino",44,25,25,"Lima-Callao","C"
"312",312,"Masculino",19,30,40,"Lima-Callao","A/B"
"313",313,"Masculino",60,22,25,"Lima-Callao","C"
"314",314,"Femenino",82,25,30,"Lima-Callao","C"
"315",315,"Femenino",30,25,25,"Lima-Callao","C"
"316",316,"Masculino",26,28,30,"Lima-Callao","A/B"
"317",317,"Femenino",27,28,35,"Lima-Callao","C"
"318",318,"Masculino",38,25,25,"Lima-Callao","A/B"
"319",319,"Masculino",30,25,23,"Lima-Callao","D/E"
"320",320,"Masculino",22,33,33,"Lima-Callao","C"
"321",321,"Femenino",18,28,30,"Lima-Callao","C"
"322",322,"Masculino",33,27,30,"Lima-Callao","C"
"323",323,"Femenino",72,25,30,"Lima-Callao","D/E"
"324",324,"Femenino",30,35,35,"Lima-Callao","D/E"
"325",325,"Masculino",54,20,25,"Lima-Callao","D/E"
"326",326,"Masculino",23,23,23,"Lima-Callao","D/E"
"327",327,"Femenino",51,30,32,"Lima-Callao","A/B"
"328",328,"Masculino",46,25,28,"Lima-Callao","C"
"329",329,"Masculino",74,27,30,"Lima-Callao","D/E"
"330",330,"Femenino",59,26,28,"Lima-Callao","C"
"331",331,"Femenino",50,30,30,"Lima-Callao","A/B"
"332",332,"Femenino",18,32,37,"Lima-Callao","A/B"
"333",333,"Masculino",31,27,30,"Lima-Callao","A/B"
"334",334,"Masculino",21,25,30,"Lima-Callao","A/B"
"335",335,"Femenino",43,25,28,"Lima-Callao","A/B"
"336",336,"Femenino",44,30,40,"Lima-Callao","C"
"337",337,"Femenino",36,35,35,"Lima-Callao","D/E"
"338",338,"Femenino",25,30,32,"Lima-Callao","A/B"
"339",339,"Masculino",32,28,28,"Lima-Callao","D/E"
"340",340,"Masculino",19,24,30,"Lima-Callao","A/B"
"341",341,"Masculino",55,25,28,"Lima-Callao","A/B"
"342",342,"Femenino",22,30,33,"Lima-Callao","A/B"
"343",343,"Masculino",22,24,29,"Lima-Callao","A/B"
"344",344,"Femenino",45,30,30,"Lima-Callao","A/B"
"345",345,"Masculino",43,28,28,"Lima-Callao","C"
"346",346,"Masculino",23,25,25,"Lima-Callao","A/B"
"347",347,"Femenino",22,30,30,"Lima-Callao","D/E"
"348",348,"Masculino",82,25,28,"Lima-Callao","C"
"349",349,"Masculino",28,30,28,"Lima-Callao","C"
"350",350,"Masculino",33,25,30,"Lima-Callao","D/E"
"351",351,"Femenino",50,20,30,"Lima-Callao","C"
"352",352,"Femenino",40,25,30,"Lima-Callao","D/E"
"353",353,"Masculino",50,99,26,"Lima-Callao","D/E"
"354",354,"Femenino",51,27,30,"Lima-Callao","D/E"
"355",355,"Femenino",20,25,28,"Lima-Callao","A/B"
"356",356,"Masculino",18,24,24,"Lima-Callao","C"
"357",357,"Femenino",41,30,40,"Lima-Callao","D/E"
"358",358,"Masculino",40,25,20,"Lima-Callao","C"
"359",359,"Masculino",42,25,25,"Lima-Callao","C"
"360",360,"Masculino",20,25,30,"Lima-Callao","A/B"
"361",361,"Masculino",19,30,35,"Lima-Callao","A/B"
"362",362,"Femenino",57,30,35,"Lima-Callao","C"
"363",363,"Femenino",27,27,27,"Lima-Callao","C"
"364",364,"Femenino",29,30,30,"Lima-Callao","D/E"
"365",365,"Masculino",40,24,26,"Lima-Callao","C"
"366",366,"Femenino",41,26,26,"Lima-Callao","C"
"367",367,"Femenino",40,25,25,"Lima-Callao","D/E"
"368",368,"Masculino",62,21,25,"Lima-Callao","A/B"
"369",369,"Femenino",35,25,25,"Lima-Callao","D/E"
"370",370,"Femenino",60,30,35,"Lima-Callao","A/B"
"371",371,"Masculino",70,25,30,"Lima-Callao","C"
"372",372,"Masculino",38,22,99,"Lima-Callao","D/E"
"373",373,"Masculino",37,28,28,"Lima-Callao","C"
"374",374,"Masculino",18,23,25,"Lima-Callao","C"
