index,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,Nacional
2021-11-18,39,450,45,10,9,214,473,195,2,40,311,15,20,81,349,16,18,17,150,50,38,78,11,90,40,289,25,56,5,47,46,14,3243
2021-11-19,45,444,40,5,1,171,506,166,0,51,259,18,12,68,329,13,17,6,135,50,25,64,10,67,37,234,41,49,12,31,52,32,2990
2021-11-20,14,158,29,4,1,60,244,89,2,9,143,7,8,21,102,6,17,8,41,32,20,23,9,38,8,135,12,20,5,13,12,5,1295
2021-11-21,9,131,12,7,3,56,146,72,1,11,100,6,14,29,79,10,4,14,28,17,23,15,5,41,13,94,9,16,0,16,7,5,993
2021-11-22,102,560,63,8,9,310,509,247,7,79,383,23,19,103,351,22,27,21,159,65,427,78,12,115,60,403,48,52,16,42,54,29,4403
2021-11-23,72,524,59,9,8,259,399,206,8,66,324,25,31,76,396,20,15,10,135,27,199,63,10,91,39,276,23,47,7,35,42,35,3536
2021-11-24,81,504,53,7,4,232,366,207,8,44,251,19,15,101,316,15,7,9,138,41,144,68,7,84,53,281,29,52,6,22,58,23,3245
2021-11-25,76,437,51,5,5,249,532,165,3,42,219,18,15,77,367,16,16,8,125,48,107,43,8,90,40,243,19,43,8,29,30,10,3144
2021-11-26,71,395,59,4,2,240,361,144,3,50,245,13,12,71,339,22,23,7,125,44,25,38,13,76,40,229,31,39,5,23,35,11,2795
2021-11-27,13,134,28,3,0,84,213,80,5,12,139,2,8,22,84,10,11,5,23,24,12,17,8,51,15,91,12,19,3,12,10,3,1153
2021-11-28,15,140,20,3,1,73,111,73,3,16,83,8,7,38,74,11,17,5,35,15,22,27,5,35,21,107,5,19,4,2,5,5,1005
2021-11-29,59,635,74,8,7,395,462,209,2,94,371,24,13,95,436,23,19,9,151,48,25,54,9,98,48,350,37,66,8,27,43,33,3932
2021-11-30,52,556,65,2,4,349,378,211,4,50,301,11,27,80,239,11,7,9,135,46,23,63,3,92,36,285,37,50,3,24,31,16,3200
2021-12-01,68,473,42,4,3,300,338,194,2,52,274,16,12,103,339,6,8,16,120,53,22,49,16,63,49,249,25,42,5,34,40,31,3048
2021-12-02,61,473,41,3,6,351,481,207,3,49,231,12,12,87,342,11,16,14,129,40,21,41,12,88,41,261,20,51,5,15,24,21,3169
2021-12-03,62,392,48,5,2,278,350,154,7,43,248,24,22,68,255,16,18,21,126,24,23,25,14,78,44,264,27,50,9,38,29,30,2794
2021-12-04,12,144,16,0,3,63,147,68,2,8,130,7,6,24,77,10,3,9,52,33,9,16,19,44,15,82,7,22,10,17,6,7,1068
2021-12-05,15,125,8,1,3,58,130,54,2,14,87,7,12,22,44,6,6,3,41,16,8,6,8,31,17,101,5,17,8,10,5,8,878
2021-12-06,81,655,43,3,6,378,399,235,8,65,309,17,23,116,360,15,18,12,140,49,32,51,16,137,45,306,30,95,14,26,42,30,3756
2021-12-07,79,596,40,2,9,281,378,183,3,61,291,11,15,99,316,11,14,12,101,24,26,50,13,96,32,306,32,87,19,28,30,29,3274
2021-12-08,78,542,45,5,2,286,296,173,5,53,238,9,11,118,301,10,7,19,96,23,22,36,6,100,26,270,17,67,12,24,26,25,2948
2021-12-09,85,461,54,2,10,224,269,148,6,33,254,15,12,119,351,11,17,11,129,27,24,41,13,94,30,230,14,56,8,35,18,44,2845
2021-12-10,92,455,52,1,5,277,428,152,4,25,229,22,18,87,287,16,19,13,74,18,23,33,19,82,47,209,8,36,7,38,24,26,2826
2021-12-11,14,104,20,4,2,66,139,56,1,9,104,9,6,30,88,5,10,5,24,10,14,6,3,50,9,81,4,13,3,25,4,9,927
2021-12-12,11,118,21,1,0,81,113,63,5,12,90,7,10,42,79,3,8,4,30,12,8,5,25,27,16,79,6,12,2,8,3,9,910
2021-12-13,106,525,74,2,5,313,357,172,2,48,284,20,18,121,442,12,22,14,127,18,29,31,27,88,45,269,14,50,4,32,12,38,3321
2021-12-14,69,398,86,5,4,321,378,164,3,43,273,17,11,68,281,11,22,24,108,26,24,31,10,66,37,208,9,40,6,23,25,49,2840
2021-12-15,64,399,88,1,4,328,425,144,9,46,248,15,11,72,281,8,13,14,95,29,26,36,22,108,36,186,6,37,3,31,21,24,2830
2021-12-16,84,326,94,5,7,262,434,143,2,45,256,11,9,109,255,5,18,19,92,9,22,44,40,89,40,201,11,52,8,29,19,28,2768
2021-12-17,55,327,70,0,5,232,429,162,4,44,202,9,16,102,251,10,11,20,89,18,20,30,31,74,51,151,14,31,5,22,17,42,2544
2021-12-18,16,97,88,2,1,88,246,62,2,11,92,8,13,23,63,4,4,13,40,8,23,9,35,59,15,80,5,12,6,14,7,12,1158
2021-12-19,18,89,70,5,1,71,192,57,4,9,130,2,11,28,37,2,8,10,30,6,9,7,40,30,19,49,9,17,2,5,6,14,987
2021-12-20,117,431,206,4,9,331,661,185,4,49,377,26,27,120,361,11,21,27,132,21,40,70,31,115,48,193,25,58,5,46,32,32,3815
2021-12-21,90,364,278,4,4,287,717,165,8,46,262,16,21,113,365,10,25,12,96,19,49,74,91,109,46,181,31,49,13,31,37,32,3645
2021-12-22,73,334,285,9,7,269,980,180,9,39,255,28,8,124,391,12,18,11,123,40,37,39,96,132,52,131,44,59,6,44,29,63,3927
2021-12-23,71,293,348,6,5,267,1059,141,6,34,311,18,25,120,325,11,25,11,136,40,58,62,114,145,49,164,37,77,11,75,49,39,4132
2021-12-24,68,176,348,1,0,207,889,116,5,28,216,15,30,86,266,11,22,10,125,33,27,38,108,120,56,119,24,58,4,22,44,41,3313
2021-12-25,14,60,183,2,0,55,199,44,1,12,49,2,18,32,47,11,5,4,47,13,24,28,82,21,17,48,5,41,2,12,11,22,1111
2021-12-26,33,83,187,9,3,95,504,87,9,17,147,32,30,75,78,6,7,3,82,29,22,12,182,91,38,63,4,38,5,11,17,14,2013
2021-12-27,231,495,728,23,10,446,2120,249,25,84,544,50,67,244,702,38,68,41,372,66,74,105,366,254,79,211,94,157,13,65,151,83,8255
2021-12-28,164,461,776,22,13,541,2725,291,15,85,644,52,92,260,871,44,41,44,488,62,81,120,505,356,110,230,115,194,22,55,221,126,9826
2021-12-29,163,510,1065,26,19,697,3198,379,20,97,545,57,137,284,1014,45,87,49,596,91,100,176,557,409,152,277,114,275,20,68,272,122,11621
2021-12-30,161,504,1005,26,24,681,3596,414,36,134,592,56,123,358,1002,42,109,66,633,87,114,194,668,555,216,288,143,377,25,79,295,170,12773
2021-12-31,141,468,871,14,23,587,2847,308,59,115,481,70,118,348,887,45,76,65,574,107,87,151,670,533,257,257,153,351,12,104,297,219,11295
2022-01-01,38,118,322,15,5,115,961,112,24,31,109,19,31,151,192,16,23,30,194,57,51,65,398,181,64,70,34,159,9,38,54,48,3734
2022-01-02,78,176,425,32,13,175,1606,160,49,51,270,47,73,202,300,28,35,55,201,80,72,85,523,284,127,184,60,185,17,78,87,70,5828
2022-01-03,403,936,1510,94,33,1154,6065,629,126,321,890,134,241,903,1842,149,215,201,1145,209,238,502,889,1276,626,564,493,668,51,298,701,489,23995
2022-01-04,453,1240,1754,109,75,1498,8658,836,234,445,1271,210,413,1196,2371,158,193,275,1520,343,325,579,1298,1678,804,762,502,818,93,357,847,634,31949
2022-01-05,513,1554,1664,124,90,1747,10664,1098,214,488,1542,241,474,1519,2695,233,222,376,1955,421,335,756,1433,2301,1058,929,640,987,93,433,933,760,38492
2022-01-06,584,1664,1822,117,122,1801,10723,1241,272,586,1685,312,447,1760,3191,232,256,483,2356,448,368,842,1447,2711,1188,944,844,1160,151,504,944,805,42010
2022-01-07,503,1787,2077,139,131,1889,11470,1273,258,636,1806,331,545,1950,3560,291,285,462,2732,471,444,932,1249,3431,1292,1142,830,1400,128,646,1071,796,45957
2022-01-08,161,602,835,85,81,553,5855,680,69,247,1106,195,247,799,1174,183,159,243,1131,365,243,250,854,2439,528,500,727,565,65,336,345,613,22235
2022-01-09,116,400,596,101,63,392,5080,705,233,245,902,256,284,747,915,143,169,237,1090,235,239,405,981,1336,378,519,310,534,57,360,309,380,18717
2022-01-10,685,2259,2168,158,227,2294,15361,2053,514,1084,2799,530,756,3365,5571,618,587,904,5224,753,728,1225,1629,4641,1780,1687,2035,2322,201,1079,1556,1250,68043
2022-01-11,860,2759,1984,259,227,2038,16551,2249,634,1084,2841,734,906,3360,6603,679,664,874,4870,725,828,1285,1658,3847,2028,1806,2291,2130,235,1113,1496,1318,70936
2022-01-12,785,3057,1650,269,327,1859,17471,2246,626,1037,3267,883,1011,3793,6990,799,632,893,5084,879,938,1345,1585,4088,2166,1807,2487,2130,265,1169,1667,1215,74420
2022-01-13,708,2617,1656,236,329,1990,16237,2267,669,904,3258,768,1006,4199,6904,875,760,1083,4896,1011,922,1558,1689,3611,2250,1795,2404,2331,250,1206,1531,1296,73216
2022-01-14,855,2667,1473,336,404,2143,16591,2308,611,1043,2930,843,921,4027,6882,801,729,1014,4885,897,879,1554,1235,3913,2108,1532,2726,1924,230,1320,1354,1173,72308
2022-01-15,182,673,596,142,411,552,7954,1119,276,300,953,460,473,1241,1735,327,423,462,1918,537,485,840,765,2556,1104,641,1362,831,129,771,356,448,31022
2022-01-16,169,471,346,112,286,344,5437,667,432,170,733,479,459,1210,1478,461,600,311,1473,416,480,615,449,1694,989,732,587,508,87,605,238,306,23344
2022-01-17,1505,2738,1617,283,576,2418,16337,2275,782,1027,2931,1031,1250,4320,7782,991,664,1263,6536,1187,1183,2089,1133,3094,2325,1677,3409,1979,365,1649,1915,1320,79651
2022-01-18,1169,1882,1263,290,468,2149,15815,2223,790,822,2931,958,1132,3865,7323,950,632,1090,6028,1258,1228,2312,1139,3042,1899,1587,3062,1880,442,1598,1618,1284,74129
2022-01-19,863,1544,1084,306,432,1777,16446,2115,871,775,2950,778,1035,3298,6350,733,572,1103,5675,1300,1197,2167,1208,2721,1787,1485,2916,1569,456,1710,1440,1068,69731
2022-01-20,1103,1287,1025,382,702,1620,15108,1865,823,699,2651,825,885,2991,5919,760,584,1068,4737,1204,1236,2211,771,2729,1444,1488,2108,1454,481,1756,1527,1082,64525
2022-01-21,765,1131,912,343,465,1770,14031,1514,632,424,2421,709,866,2688,5396,610,676,848,3479,1185,1275,1612,653,2721,1428,1518,1841,1039,446,1278,1388,936,57000
2022-01-22,96,351,474,103,411,443,6719,640,314,122,974,377,493,1047,1772,273,469,445,1366,618,588,492,405,1640,735,715,619,529,165,784,248,308,24735
2022-01-23,131,228,218,142,288,647,4211,507,407,112,1005,282,634,852,1289,196,285,354,916,521,608,392,237,1176,574,489,342,352,159,781,233,179,18747
2022-01-24,944,1056,1014,372,638,1980,12758,1606,972,621,3165,771,1001,3039,5557,698,666,836,4848,1497,1504,1606,553,2207,1518,1646,1708,1267,580,1929,1399,796,60752
2022-01-25,953,841,760,405,690,1609,10550,1339,828,369,2504,768,808,2178,4141,612,638,708,3956,1363,1416,1401,455,1901,1151,1224,1492,1117,552,1657,1074,633,50093
2022-01-26,763,590,632,368,495,1388,10176,1095,883,303,2359,639,765,1945,3593,580,505,633,3188,1416,1367,1291,376,1910,1078,1076,1167,956,550,1712,1031,552,45382
2022-01-27,885,541,671,307,491,1290,8496,898,757,256,2129,708,892,1882,3382,500,630,623,2523,1049,1355,1219,350,1452,980,1001,1016,923,491,1703,724,458,40582
2022-01-28,639,454,633,252,454,1143,7623,696,635,289,1646,532,721,1657,3398,472,445,525,2095,1074,1195,1084,263,1176,909,908,954,687,459,1427,774,363,35582
2022-01-29,156,172,256,124,258,209,3968,324,286,110,1386,300,360,658,1131,198,491,261,905,605,628,336,156,653,472,407,262,283,128,598,161,172,16414
2022-01-30,103,149,164,138,349,253,2345,255,389,59,848,268,343,618,987,139,231,205,866,391,450,225,128,270,309,338,118,185,152,529,120,114,12038
2022-01-31,817,581,718,339,398,1161,6555,597,706,271,1516,566,942,1903,3785,618,562,519,2603,1120,1199,1068,223,1086,967,1037,812,841,540,1551,695,377,36673
2022-02-01,536,352,435,289,341,896,5579,446,613,190,1690,516,687,1320,2504,417,220,450,1659,915,1168,841,166,786,692,876,583,614,453,1636,513,308,28691
2022-02-02,397,258,407,264,294,817,4966,467,544,153,1498,447,670,1226,2295,418,307,388,1426,867,1120,757,152,851,666,785,551,529,355,1514,503,263,26155
2022-02-03,454,296,381,286,330,508,4721,269,478,108,1108,399,522,1130,2191,343,270,333,1048,775,984,632,136,604,583,613,480,415,348,1255,401,232,22633
2022-02-04,361,255,344,178,417,521,4210,231,375,135,794,360,487,986,2043,300,354,266,658,660,957,515,99,488,435,549,403,267,280,983,360,155,19426
2022-02-05,71,69,148,51,224,170,2022,85,182,59,624,143,248,339,715,124,233,133,330,373,437,139,59,253,182,230,81,193,93,425,65,51,8551
2022-02-06,48,88,89,63,193,105,1151,79,155,31,393,108,264,322,526,93,198,108,202,232,351,135,31,101,103,180,49,106,152,354,57,67,6134
2022-02-07,175,88,129,124,176,238,1301,84,296,41,623,176,353,568,921,180,152,152,315,407,536,201,59,228,166,246,151,201,208,618,50,27,9190
2022-02-08,423,245,365,188,306,471,3790,229,396,87,1322,310,464,864,1883,409,320,352,757,694,976,549,68,432,447,593,243,292,391,968,304,152,19290
2022-02-09,283,193,292,141,177,308,2883,206,272,69,782,231,377,547,1342,288,116,254,647,598,873,383,71,318,389,458,227,251,310,915,210,98,14509
2022-02-10,274,169,267,128,226,236,2693,189,242,65,626,195,369,418,1248,311,140,207,536,599,792,416,58,353,296,364,221,254,247,847,187,102,13275
2022-02-11,245,151,249,95,210,350,2491,125,159,62,434,148,391,584,1116,235,195,196,509,467,693,321,49,300,218,282,206,232,250,830,180,99,12072
2022-02-12,46,80,83,48,105,141,1108,33,64,24,504,83,212,269,421,102,143,99,210,256,307,91,31,175,93,135,54,80,106,394,113,43,5653
2022-02-13,20,69,68,34,125,83,713,27,129,13,680,57,191,302,316,69,82,63,112,186,248,77,20,72,222,103,30,64,93,274,61,59,4662
2022-02-14,266,178,261,145,166,354,2111,115,188,43,927,146,431,741,1317,296,219,222,449,443,662,322,51,289,391,364,164,234,325,833,149,77,12879
2022-02-15,240,110,231,77,251,326,1926,86,168,44,954,128,292,328,847,204,114,158,281,314,558,244,28,215,442,231,119,129,196,572,103,114,10030
2022-02-16,196,83,198,83,139,228,2056,93,147,34,742,119,272,345,873,172,123,162,307,312,495,225,24,162,415,216,151,140,197,602,115,39,9465
2022-02-17,249,83,177,90,160,183,1921,57,110,33,621,107,339,402,805,159,220,129,325,297,482,245,31,218,324,171,106,120,135,560,75,43,8977
2022-02-18,143,93,201,44,213,147,1727,55,107,31,538,101,246,347,766,132,148,110,227,235,409,193,31,157,223,194,98,92,133,515,77,61,7794
2022-02-19,66,30,45,18,109,22,840,22,47,10,95,48,97,166,269,43,163,35,102,140,221,61,17,116,157,94,30,44,80,235,22,43,3487
2022-02-20,20,37,37,45,105,19,580,23,40,7,162,40,160,162,245,41,94,45,62,132,164,58,13,44,121,161,12,42,41,223,6,65,3006
2022-02-21,202,101,205,86,89,131,1657,82,117,29,329,81,221,340,750,157,124,93,261,286,504,240,33,168,284,255,130,103,143,607,92,42,7942
2022-02-22,162,65,167,52,150,97,1301,47,92,23,234,57,190,235,596,104,86,112,218,200,405,194,34,133,200,165,73,80,150,455,54,93,6224
2022-02-23,161,68,162,41,122,102,1165,43,83,23,183,48,157,229,555,104,59,98,199,215,481,170,30,116,172,103,86,89,104,469,70,51,5758
2022-02-24,158,35,138,63,98,77,1023,43,55,21,388,72,118,155,464,109,52,83,156,172,386,139,32,94,166,142,52,44,112,392,56,63,5158
2022-02-25,82,41,124,27,64,77,1011,34,60,23,236,34,100,137,348,76,71,53,126,151,290,121,23,78,175,110,66,60,60,327,55,46,4286
2022-02-26,21,18,18,9,19,10,466,20,25,10,41,21,47,49,112,20,23,18,45,77,131,26,8,44,77,32,19,23,20,135,12,36,1632
2022-02-27,11,13,48,10,65,15,284,19,18,3,32,18,37,43,77,31,30,13,41,75,99,19,11,27,56,31,9,21,25,144,9,15,1349
2022-02-28,478,62,152,31,55,73,965,58,57,24,143,38,140,136,433,99,87,54,145,178,336,135,24,92,147,126,44,53,120,357,58,58,4958
2022-03-01,69,38,75,24,32,86,766,45,49,18,102,34,98,93,309,49,47,49,90,99,255,96,21,63,99,82,31,89,75,286,49,88,3406
2022-03-02,77,32,83,23,16,60,671,40,36,19,98,24,95,92,268,35,27,38,90,96,217,78,10,39,106,60,43,71,65,295,41,27,2972
2022-03-03,62,45,88,25,34,60,597,31,32,14,66,22,92,87,289,27,27,38,98,85,224,86,15,63,105,59,29,74,57,268,26,45,2870
2022-03-04,71,31,64,35,19,59,629,29,26,13,78,25,56,90,252,44,26,25,68,88,181,66,15,57,103,52,35,51,51,243,28,44,2654
2022-03-05,14,14,20,3,8,21,276,24,9,5,46,9,32,33,86,24,15,9,29,49,69,21,4,17,38,25,9,25,28,65,10,8,1045
2022-03-06,11,12,21,4,6,13,219,15,5,1,31,9,29,26,60,9,13,8,26,48,69,18,14,8,23,12,11,12,8,95,11,10,857
2022-03-07,118,37,62,29,24,85,616,35,40,24,90,25,93,102,279,63,22,12,64,88,185,80,11,57,104,77,31,78,57,301,48,14,2951
2022-03-08,73,20,68,20,30,63,493,39,19,9,77,21,54,67,228,24,22,19,70,74,135,86,5,47,65,96,22,62,47,276,26,10,2367
2022-03-09,102,24,56,19,22,71,477,47,19,20,87,13,40,87,171,33,26,15,51,77,138,40,12,52,55,113,17,50,46,254,25,27,2286
2022-03-10,77,63,43,17,20,51,480,37,22,6,101,13,59,81,186,38,14,13,28,83,141,52,8,30,53,86,8,94,34,185,27,11,2161
2022-03-11,77,45,30,10,2,61,439,24,14,12,58,11,40,60,150,19,19,14,22,64,114,129,9,29,46,37,14,33,21,173,11,8,1795
2022-03-12,7,6,16,2,9,6,204,13,6,6,27,6,18,23,54,19,16,4,16,28,58,28,9,14,16,11,4,12,16,56,2,2,714
2022-03-13,8,9,19,6,1,9,120,12,9,2,21,9,13,19,47,17,15,14,15,30,43,33,1,5,23,11,22,16,23,69,6,3,650
2022-03-14,112,53,45,19,14,82,472,29,22,14,77,20,43,110,203,19,32,14,63,69,111,74,13,34,66,35,20,23,46,184,39,8,2165
2022-03-15,106,48,49,13,19,77,414,17,12,8,54,12,43,81,123,27,54,15,47,31,100,49,15,38,37,16,17,16,27,205,21,10,1801
2022-03-16,56,49,37,10,6,21,319,30,11,2,55,15,74,50,123,18,50,11,39,46,75,44,12,34,53,18,16,20,20,165,22,5,1506
2022-03-17,68,36,43,6,9,23,336,14,11,6,57,13,75,34,134,24,19,12,44,43,73,23,7,29,43,18,21,17,26,125,9,30,1428
2022-03-18,53,29,32,7,2,20,296,15,8,5,44,9,64,44,118,11,21,9,50,45,82,42,11,28,30,13,11,19,17,104,15,0,1254
2022-03-19,4,3,14,4,9,8,155,5,8,1,14,2,11,5,28,5,4,2,13,12,34,14,7,13,10,11,3,4,6,57,2,0,468
2022-03-20,4,4,8,5,6,8,79,3,4,0,10,3,4,12,26,1,2,3,13,9,17,6,5,4,15,7,0,7,5,34,1,0,305
2022-03-21,7,7,14,8,4,8,134,5,13,4,12,7,74,14,43,8,12,2,20,14,46,8,4,10,18,1,4,4,10,39,1,1,556
2022-03-22,79,49,33,18,4,40,386,13,23,14,48,17,42,45,166,19,32,13,66,57,61,42,21,35,54,12,18,14,17,126,29,9,1602
2022-03-23,61,35,45,15,2,34,317,16,17,11,39,7,20,66,147,18,12,18,35,26,41,29,10,26,33,21,5,25,12,98,13,15,1269
2022-03-24,67,44,33,8,2,27,281,4,15,8,51,8,22,50,117,12,10,9,39,29,57,21,13,22,28,13,7,18,17,101,12,7,1152
2022-03-25,75,35,29,5,2,21,291,6,8,11,32,7,12,37,132,13,10,11,20,33,45,19,11,30,22,11,2,17,33,68,8,7,1063
2022-03-26,3,9,5,5,14,3,96,3,7,2,9,0,9,9,41,2,4,5,10,6,19,5,3,7,17,6,4,13,4,39,4,2,365
2022-03-27,4,5,6,5,5,0,115,8,6,1,10,3,3,8,41,4,2,10,7,8,20,5,6,1,9,6,1,7,5,28,1,0,340
2022-03-28,70,52,22,12,3,36,321,13,14,20,25,13,22,64,160,8,15,17,31,38,58,26,16,40,25,22,10,16,18,107,14,6,1314
2022-03-29,56,35,21,19,3,28,296,6,9,11,45,8,23,41,129,8,14,16,28,36,59,29,12,34,29,13,8,22,6,88,15,14,1161
2022-03-30,75,26,17,12,5,34,280,7,16,13,22,10,25,49,121,11,7,33,35,21,43,26,18,21,12,19,8,20,8,94,14,7,1109
2022-03-31,46,28,28,6,4,27,220,17,15,12,42,4,14,36,109,9,12,11,24,17,47,24,8,19,27,14,6,22,10,79,10,3,950
2022-04-01,39,21,26,5,2,11,186,5,7,2,20,6,8,25,87,7,7,6,19,15,34,8,11,20,18,10,6,9,25,40,12,7,704
2022-04-02,8,5,6,3,4,3,133,2,10,0,10,1,3,12,22,3,2,4,5,7,21,1,10,9,5,4,2,4,2,15,2,2,320
2022-04-03,2,5,9,5,0,5,77,1,5,0,9,1,4,11,36,0,2,8,4,8,15,1,9,6,10,2,2,2,2,17,2,1,261
2022-04-04,47,33,30,13,2,29,227,10,17,10,23,5,13,38,115,11,15,15,14,19,57,9,12,28,35,12,2,9,9,54,19,5,937
2022-04-05,33,38,20,3,3,14,195,6,12,10,29,9,10,33,69,7,9,18,16,38,21,10,19,21,18,16,8,15,9,25,10,3,747
2022-04-06,41,29,16,4,4,28,228,8,8,2,16,1,6,29,68,8,10,8,24,19,29,16,13,18,25,13,2,19,2,37,22,2,755
2022-04-07,34,33,40,4,2,24,217,5,12,2,18,6,8,32,73,3,3,6,14,17,28,7,8,14,17,10,2,19,7,32,13,3,713
2022-04-08,28,24,14,3,3,18,184,4,16,4,20,2,7,18,51,6,15,4,23,22,33,12,15,11,20,11,3,17,2,31,16,0,637
2022-04-09,0,7,6,0,7,6,105,3,5,2,5,2,1,7,26,1,0,6,4,10,17,3,14,6,10,1,4,5,2,12,4,1,282
2022-04-10,1,1,0,3,2,3,66,6,6,2,6,1,5,3,29,1,1,0,7,3,13,2,6,13,2,3,0,5,0,16,1,1,208
2022-04-11,34,27,27,8,2,20,170,5,12,7,13,0,7,29,69,11,2,10,21,26,21,16,18,29,16,6,12,14,5,44,23,5,709
2022-04-12,46,25,19,1,4,19,206,10,3,2,11,1,5,16,59,12,3,8,12,18,23,13,10,6,12,8,9,9,7,42,16,2,637
2022-04-13,33,20,11,3,0,14,243,3,2,3,6,3,6,16,68,2,1,3,9,18,24,5,10,11,20,4,4,7,3,30,22,0,604
2022-04-14,1,6,12,5,0,2,72,3,3,2,8,2,4,8,17,0,1,3,9,5,8,6,10,7,7,1,2,3,2,16,11,4,240
2022-04-15,1,8,8,2,1,2,46,1,6,0,3,1,5,1,13,1,3,7,11,6,16,2,7,1,3,2,2,2,0,8,1,0,170
2022-04-16,0,4,2,1,3,1,57,3,3,0,3,1,1,4,19,1,1,1,5,4,9,2,2,9,1,2,1,2,3,10,2,0,157
2022-04-17,3,2,10,2,0,0,43,3,4,1,2,3,5,8,17,3,1,3,6,4,5,2,7,6,0,7,0,5,1,16,6,1,176
2022-04-18,39,24,14,7,2,21,274,1,14,3,21,3,8,16,66,6,3,8,23,25,19,15,27,19,23,9,3,16,4,40,37,2,792
2022-04-19,24,26,12,2,2,14,155,3,5,2,8,3,5,22,66,4,3,6,12,14,12,13,8,14,10,14,3,7,3,21,27,1,521
2022-04-20,34,30,11,2,3,14,210,3,3,5,29,7,8,17,62,6,1,2,6,35,18,13,13,19,14,10,7,22,4,53,18,0,679
2022-04-21,24,9,12,4,1,15,177,4,9,3,7,8,2,15,35,3,3,2,5,22,20,7,9,19,24,4,6,10,3,28,23,1,514
2022-04-22,28,7,7,0,1,19,162,0,2,6,18,1,3,10,47,3,4,3,8,21,19,16,9,8,12,6,1,6,2,23,31,3,486
2022-04-23,2,2,8,1,0,8,80,4,1,1,4,0,2,8,19,1,0,1,5,4,10,2,6,6,8,1,0,3,1,9,2,1,200
2022-04-24,1,2,1,3,0,0,117,2,2,1,3,0,0,9,11,2,1,2,0,8,11,0,11,4,3,2,1,1,0,16,5,2,221
2022-04-25,56,25,16,5,1,18,186,4,3,16,17,2,11,25,57,6,1,11,19,28,23,10,17,18,11,11,2,6,6,52,44,8,715
2022-04-26,25,23,24,1,1,8,163,4,9,8,11,6,3,17,36,6,6,5,7,22,13,11,7,16,6,12,4,5,4,79,38,3,583
2022-04-27,21,25,18,3,1,9,200,3,6,1,8,3,2,22,40,5,1,4,6,18,9,7,10,21,10,7,5,8,2,51,25,5,556
2022-04-28,33,17,12,4,3,9,134,2,2,2,7,2,5,13,35,2,3,10,5,16,16,8,11,13,11,4,10,8,0,34,24,1,456
2022-04-29,19,15,6,1,1,2,63,2,2,0,2,0,3,3,12,3,1,2,2,10,12,5,4,7,1,2,3,3,0,39,27,3,255
2022-04-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
