Date,FB,TWTR,NFLX
2016-03-01,109.82,17.85,98.300003
2016-03-02,109.949997,18.540001,97.610001
2016-03-03,109.580002,19.309999,97.93
2016-03-04,108.389999,19.360001,101.580002
2016-03-07,105.730003,19.17,95.489998
2016-03-08,105.93,18.33,96.230003
2016-03-09,107.510002,17.66,98.0
2016-03-10,107.32,16.610001,97.360001
2016-03-11,109.410004,16.809998999999998,97.660004
2016-03-14,109.889999,17.120001000000002,98.129997
2016-03-15,110.669998,16.190001000000002,97.860001
2016-03-16,112.18,16.700001,99.349998
2016-03-17,111.019997,16.85,99.720001
2016-03-18,111.449997,16.85,101.120003
2016-03-21,111.849998,16.889999,101.059998
2016-03-22,112.25,16.860001,99.839996
2016-03-23,112.540001,16.01,99.589996
2016-03-24,113.050003,15.91,98.360001
2016-03-28,113.690002,15.6,101.209999
2016-03-29,116.139999,15.97,104.129997
2016-03-30,114.699997,16.360001,102.190002
2016-03-31,114.099998,16.549999,102.230003
2016-04-01,116.059998,15.98,105.699997
2016-04-04,112.550003,17.09,104.349998
2016-04-05,112.220001,17.049999,104.940002
2016-04-06,113.709999,17.26,104.830002
2016-04-07,113.639999,16.98,104.449997
2016-04-08,110.629997,16.65,103.809998
2016-04-11,108.989998,16.51,102.68
2016-04-12,110.610001,16.57,106.980003
2016-04-13,110.510002,17.370001000000002,109.650002
2016-04-14,110.839996,17.530001000000002,110.419998
2016-04-15,109.639999,17.58,111.510002
2016-04-18,110.449997,17.309998999999998,108.400002
2016-04-19,112.290001,16.92,94.339996
2016-04-20,112.419998,17.4,96.769997
2016-04-21,113.440002,17.51,94.980003
2016-04-22,110.559998,17.23,95.900002
2016-04-25,110.099998,17.09,93.559998
2016-04-26,108.760002,17.75,92.43
2016-04-27,108.889999,14.86,91.040001
2016-04-28,116.730003,14.64,90.279999
2016-04-29,117.580002,14.62,90.029999
2016-05-02,118.57,14.4,93.110001
2016-05-03,117.43,14.01,91.540001
2016-05-04,118.059998,14.84,90.790001
2016-05-05,117.809998,14.12,89.370003
2016-05-06,119.489998,14.4,90.839996
2016-05-09,119.239998,14.2,90.540001
2016-05-10,120.5,14.63,92.889999
2016-05-11,119.519997,14.59,90.019997
2016-05-12,120.279999,14.08,87.739998
2016-05-13,119.809998,14.1,87.879997
2016-05-16,118.669998,14.29,89.120003
2016-05-17,117.349998,14.34,88.629997
2016-05-18,117.650002,14.14,90.5
2016-05-19,116.809998,14.15,89.550003
2016-05-20,117.349998,14.43,92.489998
2016-05-23,115.970001,14.41,94.889999
2016-05-24,117.699997,14.03,97.889999
2016-05-25,117.889999,14.41,100.199997
2016-05-26,119.470001,14.3,102.809998
2016-05-27,119.379997,15.1,103.300003
2016-05-31,118.809998,15.22,102.57
2016-06-01,118.779999,15.02,101.510002
2016-06-02,118.93,15.2,101.25
2016-06-03,118.470001,15.2,99.589996
2016-06-06,118.790001,15.27,100.739998
2016-06-07,117.760002,15.0,99.889999
2016-06-08,118.389999,14.95,97.860001
2016-06-09,118.559998,14.6,97.089996
2016-06-10,116.620003,14.02,93.75
2016-06-13,113.949997,14.55,93.849998
2016-06-14,114.940002,15.36,94.120003
2016-06-15,114.599998,15.96,94.290001
2016-06-16,114.389999,15.87,95.440002
2016-06-17,113.019997,16.1,94.449997
2016-06-20,113.370003,16.34,93.800003
2016-06-21,114.379997,16.32,90.989998
2016-06-22,113.910004,16.129998999999998,90.010002
2016-06-23,115.080002,17.040001,91.660004
2016-06-24,112.080002,16.440001000000002,88.440002
2016-06-27,108.970001,15.84,85.33000200000002
2016-06-28,112.699997,16.42,87.970001
2016-06-29,114.160004,16.83,91.059998
2016-06-30,114.279999,16.91,91.480003
2016-07-01,114.190002,17.280001000000002,96.669998
2016-07-05,114.199997,17.139999,97.910004
2016-07-06,116.699997,17.200001,94.599998
2016-07-07,115.849998,17.370001000000002,95.099998
2016-07-08,117.239998,18.08,97.059998
2016-07-11,117.870003,17.709999,94.669998
2016-07-12,117.93,18.1,95.970001
2016-07-13,116.779999,17.74,96.43
2016-07-14,117.290001,17.959999,98.019997
2016-07-15,116.860001,18.08,98.389999
2016-07-18,119.370003,18.65,98.809998
2016-07-19,120.610001,18.33,85.839996
2016-07-20,121.919998,18.559999,87.910004
2016-07-21,120.610001,18.389999,85.989998
2016-07-22,121.0,18.370001,85.889999
2016-07-25,121.629997,18.65,87.660004
2016-07-26,121.220001,18.450001,91.410004
2016-07-27,123.339996,15.77,92.040001
2016-07-28,125.0,16.309998999999998,91.650002
2016-07-29,123.940002,16.639999,91.25
2016-08-01,124.309998,16.639999,94.370003
2016-08-02,123.089996,16.42,93.559998
2016-08-03,122.510002,17.610001,93.099998
2016-08-04,124.360001,18.129999,93.440002
2016-08-05,125.150002,18.26,97.029999
2016-08-08,125.260002,18.200001,95.110001
2016-08-09,125.059998,18.68,93.989998
2016-08-10,124.879997,19.040001,93.93
2016-08-11,124.900002,19.780001,95.889999
2016-08-12,124.879997,19.540001,96.589996
2016-08-15,123.900002,20.860001,95.309998
2016-08-16,123.300003,20.4,95.120003
2016-08-17,124.370003,20.17,96.370003
2016-08-18,123.910004,19.0,96.160004
2016-08-19,123.559998,18.98,95.870003
2016-08-22,124.150002,18.549999,95.260002
2016-08-23,124.370003,18.690001,95.940002
2016-08-24,123.480003,18.25,95.18
2016-08-25,123.889999,18.32,97.32
2016-08-26,124.959999,18.299999,97.580002
2016-08-29,126.540001,18.469999,97.300003
2016-08-30,125.839996,18.379999,97.449997
2016-08-31,126.120003,19.209999,97.449997
2016-09-01,126.169998,19.5,97.379997
2016-09-02,126.510002,19.549999,97.379997
2016-09-06,129.729996,19.93,100.089996
2016-09-07,131.050003,19.870001,99.150002
2016-09-08,130.270004,18.700001,99.660004
2016-09-09,127.099998,18.110001,96.5
2016-09-12,128.690002,18.15,99.050003
2016-09-13,127.209999,17.76,96.089996
2016-09-14,127.769997,18.08,97.010002
2016-09-15,128.350006,18.299999,97.339996
2016-09-16,129.070007,19.110001,99.480003
2016-09-19,128.649994,18.360001,98.059998
2016-09-20,128.639999,18.389999,98.25
2016-09-21,129.940002,18.49,94.879997
2016-09-22,130.080002,18.629999,95.830002
2016-09-23,127.959999,22.620001,95.940002
2016-09-26,127.309998,23.370001,94.559998
2016-09-27,128.690002,23.719999,97.07
2016-09-28,129.229996,22.959999,97.480003
2016-09-29,128.089996,23.01,96.669998
2016-09-30,128.270004,23.049999,98.550003
2016-10-03,128.770004,24.0,102.629997
2016-10-04,128.190002,23.52,102.339996
2016-10-05,128.470001,24.870001,106.279999
2016-10-06,128.740005,19.870001,105.07
2016-10-07,128.990005,19.85,104.82
2016-10-10,130.240005,17.559998999999998,103.330002
2016-10-11,128.880005,18.0,100.589996
2016-10-12,129.050003,18.049999,99.5
2016-10-13,127.82,17.790001,100.230003
2016-10-14,127.879997,16.879998999999998,101.470001
2016-10-17,127.540001,16.73,99.800003
2016-10-18,128.570007,16.83,118.790001
2016-10-19,130.110001,17.07,121.870003
2016-10-20,130.0,16.9,123.349998
2016-10-21,132.070007,18.09,127.5
2016-10-24,133.279999,18.030001,127.330002
2016-10-25,132.28999299999998,17.26,126.510002
2016-10-26,131.03999299999998,17.290001,126.970001
2016-10-27,129.690002,17.4,126.470001
2016-10-28,131.28999299999998,17.66,126.57
2016-10-31,130.990005,17.950001,124.870003
2016-11-01,129.5,17.49,123.300003
2016-11-02,127.169998,17.610001,122.339996
2016-11-03,120.0,17.58,122.139999
2016-11-04,120.75,18.02,122.029999
2016-11-07,122.150002,18.41,124.580002
2016-11-08,124.220001,18.379999,124.339996
2016-11-09,123.18,19.129999,122.190002
2016-11-10,120.800003,18.370001,115.419998
2016-11-11,119.019997,18.549999,114.779999
2016-11-14,115.080002,19.139999,113.379997
2016-11-15,117.199997,18.98,113.589996
2016-11-16,116.339996,18.629999,115.190002
2016-11-17,117.790001,18.549999,115.029999
2016-11-18,117.019997,18.73,115.209999
2016-11-21,121.769997,18.6,117.959999
2016-11-22,121.470001,18.629999,118.040001
2016-11-23,120.839996,18.219999,117.690002
2016-11-25,120.379997,18.059999,117.410004
2016-11-28,120.410004,18.299999,116.93
2016-11-29,120.870003,18.190001,117.510002
2016-11-30,118.419998,18.49,117.0
2016-12-01,115.099998,18.030001,117.220001
2016-12-02,115.400002,17.93,120.809998
2016-12-05,117.43,18.23,119.160004
2016-12-06,117.309998,18.23,124.57
2016-12-07,117.949997,19.48,125.389999
2016-12-08,118.910004,19.639999,123.239998
2016-12-09,119.68,19.65,122.879997
2016-12-12,117.769997,18.93,122.830002
2016-12-13,120.309998,19.370001,123.779999
2016-12-14,120.209999,18.93,123.440002
2016-12-15,120.57,18.790001,125.0
2016-12-16,119.870003,18.629999,124.220001
2016-12-19,119.239998,18.24,125.449997
2016-12-20,119.089996,17.92,125.120003
2016-12-21,119.040001,17.08,126.5
2016-12-22,117.400002,16.41,125.580002
2016-12-23,117.269997,16.5,125.589996
2016-12-27,118.010002,16.610001,128.350006
2016-12-28,116.919998,16.389999,125.889999
2016-12-29,116.349998,16.389999,125.330002
2016-12-30,115.050003,16.299999,123.800003
2017-01-03,116.860001,16.440001000000002,127.489998
2017-01-04,118.690002,16.860001,129.410004
2017-01-05,120.669998,17.09,131.809998
2017-01-06,123.410004,17.17,131.070007
2017-01-09,124.900002,17.5,130.949997
2017-01-10,124.349998,17.370001000000002,129.889999
2017-01-11,126.089996,17.299999,130.5
2017-01-12,126.620003,17.379998999999998,129.179993
2017-01-13,128.339996,17.25,133.699997
2017-01-17,127.870003,16.959999,132.889999
2017-01-18,127.919998,17.110001,133.259995
2017-01-19,127.550003,16.790001,138.410004
2017-01-20,127.040001,16.58,138.600006
2017-01-23,128.929993,16.610001,137.389999
2017-01-24,129.369995,16.52,140.110001
2017-01-25,131.479996,16.73,139.520004
2017-01-26,132.779999,16.809998999999998,138.96000700000002
2017-01-27,132.179993,16.57,142.449997
2017-01-30,130.979996,16.940001000000002,141.220001
2017-01-31,130.320007,17.620001000000006,140.71000700000002
2017-02-01,133.229996,17.24,140.779999
2017-02-02,130.839996,17.780001000000006,139.199997
2017-02-03,130.979996,17.610001,140.25
2017-02-06,132.059998,17.93,140.970001
2017-02-07,131.839996,18.26,144.0
2017-02-08,134.199997,18.719999,144.740005
2017-02-09,134.139999,16.41,144.139999
2017-02-10,134.190002,15.58,144.820007
2017-02-13,134.050003,15.81,143.199997
2017-02-14,133.850006,16.52,140.820007
2017-02-15,133.440002,16.74,142.270004
2017-02-16,133.839996,16.35,142.009995
2017-02-17,133.529999,16.620001000000002,142.220001
2017-02-21,133.720001,16.42,142.600006
2017-02-22,136.119995,16.08,143.860001
2017-02-23,135.360001,16.030001000000002,142.779999
2017-02-24,135.440002,15.98,143.25
2017-02-27,136.410004,16.059998999999998,143.410004
2017-02-28,135.53999299999998,15.77,142.130005
2017-03-01,137.419998,15.79,142.649994
2017-03-02,136.759995,15.79,139.529999
2017-03-03,137.169998,15.75,139.139999
2017-03-06,137.419998,15.56,141.940002
2017-03-07,137.300003,15.18,141.429993
2017-03-08,137.720001,15.24,140.320007
2017-03-09,138.240005,15.22,140.529999
2017-03-10,138.78999299999998,15.12,140.889999
2017-03-13,139.600006,15.21,143.520004
2017-03-14,139.320007,15.32,143.190002
2017-03-15,139.720001,15.03,145.25
2017-03-16,139.990005,15.19,144.389999
2017-03-17,139.839996,15.08,145.110001
2017-03-20,139.940002,15.09,145.830002
2017-03-21,138.509995,14.54,142.419998
2017-03-22,139.589996,14.98,142.649994
2017-03-23,139.529999,14.93,141.839996
2017-03-24,140.339996,15.14,142.020004
2017-03-27,140.320007,14.99,144.059998
2017-03-28,141.759995,14.94,145.169998
2017-03-29,142.649994,15.04,146.470001
2017-03-30,142.410004,14.92,148.059998
2017-03-31,142.050003,14.95,147.809998
2017-04-03,142.279999,14.84,146.919998
2017-04-04,141.729996,14.69,145.5
2017-04-05,141.850006,14.53,143.619995
2017-04-06,141.169998,14.39,143.740005
2017-04-07,140.779999,14.29,143.110001
2017-04-10,141.03999299999995,14.36,143.850006
2017-04-11,139.919998,14.31,144.350006
2017-04-12,139.580002,14.42,143.830002
2017-04-13,139.389999,14.3,142.919998
2017-04-17,141.419998,14.4,147.25
2017-04-18,140.96000700000005,14.44,143.360001
2017-04-19,142.270004,14.54,139.759995
2017-04-20,143.800003,14.65,141.179993
2017-04-21,143.679993,14.63,142.869995
2017-04-24,145.470001,14.71,143.830002
2017-04-25,146.490005,14.66,152.160004
2017-04-26,146.559998,15.82,150.169998
2017-04-27,147.699997,16.610001,153.080002
2017-04-28,150.25,16.48,152.199997
2017-05-01,152.46000700000005,17.540001,155.350006
2017-05-02,152.779999,18.24,156.449997
2017-05-03,151.800003,18.57,155.589996
2017-05-04,150.850006,18.48,157.25
2017-05-05,150.240005,18.690001,156.600006
2017-05-08,151.059998,18.309999,156.380005
2017-05-09,150.479996,18.370001,157.46000700000005
2017-05-10,150.28999299999995,18.540001,160.279999
2017-05-11,150.03999299999995,18.389999,158.53999299999995
2017-05-12,150.330002,18.610001,160.809998
2017-05-15,150.190002,19.23,160.020004
2017-05-16,149.779999,19.49,159.410004
2017-05-17,144.850006,18.280001,153.199997
2017-05-18,147.660004,18.51,155.699997
2017-05-19,148.059998,18.35,157.020004
2017-05-22,148.240005,18.43,157.160004
2017-05-23,148.070007,18.15,157.949997
2017-05-24,150.03999299999995,17.98,157.75
2017-05-25,151.96000700000005,17.950001,163.050003
2017-05-26,152.130005,18.23,162.429993
2017-05-30,152.380005,18.43,163.220001
2017-05-31,151.46000700000005,18.32,163.070007
2017-06-01,151.529999,18.530001,162.990005
2017-06-02,153.610001,18.309999,165.179993
2017-06-05,153.630005,18.23,165.059998
2017-06-06,152.809998,17.57,165.169998
2017-06-07,153.119995,17.440001000000002,165.610001
2017-06-08,154.71000700000005,17.59,165.880005
2017-06-09,149.600006,16.9,158.029999
2017-06-12,148.440002,17.040001,151.440002
2017-06-13,150.679993,16.969998999999998,152.720001
2017-06-14,150.25,16.76,152.199997
2017-06-15,149.800003,16.83,151.759995
2017-06-16,150.639999,16.67,152.380005
2017-06-19,152.869995,17.059998999999998,153.399994
2017-06-20,152.25,16.91,152.050003
2017-06-21,153.910004,17.780001000000006,155.029999
2017-06-22,153.399994,18.15,154.889999
2017-06-23,155.070007,18.5,158.020004
2017-06-26,153.589996,18.290001,157.5
2017-06-27,150.580002,18.120001,151.029999
2017-06-28,153.240005,17.950001,153.410004
2017-06-29,151.03999299999995,17.65,150.089996
2017-06-30,150.979996,17.870001000000006,149.410004
2017-07-03,148.429993,17.65,146.169998
2017-07-05,150.339996,17.82,147.610001
2017-07-06,148.820007,17.92,146.25
2017-07-07,151.440002,18.02,150.179993
2017-07-10,153.5,18.08,152.669998
2017-07-11,155.270004,18.639999,154.330002
2017-07-12,158.899994,19.25,158.75
2017-07-13,159.259995,19.32,158.21000700000005
2017-07-14,159.970001,19.639999,161.119995
2017-07-17,159.729996,19.940001,161.699997
2017-07-18,162.860001,19.98,183.600006
2017-07-19,164.139999,20.120001,183.860001
2017-07-20,164.529999,20.530001,183.600006
2017-07-21,164.429993,20.110001,188.539993
2017-07-24,166.0,20.0,187.910004
2017-07-25,165.279999,19.969999,186.970001
2017-07-26,165.610001,19.610001,189.080002
2017-07-27,170.440002,16.84,182.679993
2017-07-28,172.449997,16.75,184.039993
2017-07-31,169.25,16.09,181.660004
2017-08-01,169.860001,16.209999,182.029999
2017-08-02,169.300003,16.07,180.740005
2017-08-03,168.589996,16.18,179.229996
2017-08-04,169.619995,16.290001,180.270004
2017-08-07,171.979996,16.4,181.330002
2017-08-08,171.229996,16.15,178.360001
2017-08-09,171.179993,16.139999,175.779999
2017-08-10,167.399994,15.75,169.139999
2017-08-11,168.080002,15.92,171.399994
2017-08-14,170.75,16.09,171.0
2017-08-15,171.0,15.95,168.5
2017-08-16,170.0,16.16,169.979996
2017-08-17,166.910004,15.87,166.089996
2017-08-18,167.410004,15.99,166.53999299999995
2017-08-21,167.779999,16.110001,166.759995
2017-08-22,169.639999,16.629998999999998,169.339996
2017-08-23,168.71000700000005,16.959999,169.059998
2017-08-24,167.740005,16.889999,168.130005
2017-08-25,166.320007,16.65,165.949997
2017-08-28,167.240005,16.77,167.119995
2017-08-29,168.050003,16.93,168.809998
2017-08-30,169.919998,16.93,174.690002
2017-08-31,171.970001,16.91,174.71000700000005
2017-09-01,172.020004,16.860001,174.740005
2017-09-05,170.720001,16.65,174.520004
2017-09-06,172.089996,16.83,179.25
2017-09-07,173.21000700000005,17.219998999999998,179.0
2017-09-08,170.949997,17.450001,176.419998
2017-09-11,173.509995,17.66,181.740005
2017-09-12,172.96000700000005,18.17,185.149994
2017-09-13,173.050003,18.200001,183.639999
2017-09-14,170.96000700000005,18.209999,182.630005
2017-09-15,171.639999,18.01,182.350006
2017-09-18,170.009995,17.6,184.619995
2017-09-19,172.520004,17.76,185.679993
2017-09-20,172.169998,17.620001000000006,185.509995
2017-09-21,171.110001,17.58,188.779999
2017-09-22,170.53999299999995,17.610001,187.350006
2017-09-25,162.869995,16.98,178.550003
2017-09-26,164.21000700000005,16.59,179.380005
2017-09-27,167.679993,16.950001,181.970001
2017-09-28,168.729996,16.85,180.699997
2017-09-29,170.869995,16.870001000000002,181.350006
2017-10-02,169.470001,17.09,177.009995
2017-10-03,169.96000700000005,17.59,179.190002
2017-10-04,168.419998,17.75,184.449997
2017-10-05,171.240005,18.25,194.389999
2017-10-06,172.229996,17.85,198.020004
2017-10-09,172.5,17.67,196.869995
2017-10-10,171.589996,17.41,195.080002
2017-10-11,172.740005,17.73,194.949997
2017-10-12,172.550003,18.450001,195.860001
2017-10-13,173.740005,18.629999,199.490005
2017-10-16,174.520004,18.33,202.679993
2017-10-17,176.110001,18.280001,199.479996
2017-10-18,176.029999,18.02,195.539993
2017-10-19,174.559998,17.889999,195.130005
2017-10-20,174.979996,17.870001000000006,194.160004
2017-10-23,171.270004,17.370001000000002,192.470001
2017-10-24,171.800003,17.25,196.020004
2017-10-25,170.600006,17.139999,193.770004
2017-10-26,170.630005,20.309999,195.210007
2017-10-27,177.880005,21.68,199.539993
2017-10-30,179.869995,21.25,198.369995
2017-10-31,180.059998,20.620001,196.429993
2017-11-01,182.660004,20.610001,198.0
2017-11-02,178.919998,19.709999,199.320007
2017-11-03,178.919998,19.9,200.009995
2017-11-06,180.169998,19.389999,200.130005
2017-11-07,180.25,19.66,195.889999
2017-11-08,179.559998,19.59,196.440002
2017-11-09,179.300003,19.9,193.899994
2017-11-10,178.46000700000005,20.32,192.020004
2017-11-13,178.770004,20.17,195.080002
2017-11-14,178.070007,20.049999,195.710007
2017-11-15,177.949997,19.91,192.119995
2017-11-16,179.589996,20.360001,195.509995
2017-11-17,179.0,20.76,193.199997
2017-11-20,178.740005,21.129999,194.100006
2017-11-21,181.860001,21.879999,196.229996
2017-11-22,180.869995,22.27,196.320007
2017-11-24,182.779999,22.42,195.75
2017-11-27,183.029999,21.82,195.050003
2017-11-28,182.419998,21.83,199.179993
2017-11-29,175.130005,20.790001,188.149994
2017-11-30,177.179993,20.58,187.580002
2017-12-01,175.100006,20.709999,186.820007
2017-12-04,171.470001,20.4,184.039993
2017-12-05,172.830002,20.77,184.210007
2017-12-06,176.059998,21.09,185.300003
2017-12-07,180.139999,21.01,185.199997
2017-12-08,179.0,21.1,188.539993
2017-12-11,179.03999299999995,22.049999,186.220001
2017-12-12,176.96000700000005,21.65,185.729996
2017-12-13,178.300003,21.66,187.860001
2017-12-14,178.389999,22.58,189.559998
2017-12-15,180.179993,22.23,190.119995
2017-12-18,180.820007,24.68,190.419998
2017-12-19,179.509995,25.08,187.020004
2017-12-20,177.889999,25.200001,188.820007
2017-12-21,177.449997,25.049999,188.619995
2017-12-22,177.199997,24.459999,189.940002
2017-12-26,175.990005,24.26,187.759995
2017-12-27,177.619995,24.23,186.240005
2017-12-28,177.919998,24.309999,192.710007
2017-12-29,176.46000700000005,24.01,191.960007
2018-01-02,181.419998,24.51,201.070007
2018-01-03,184.669998,24.450001,205.050003
2018-01-04,184.330002,23.99,205.630005
2018-01-05,186.850006,24.32,209.990005
2018-01-08,188.279999,24.59,212.050003
2018-01-09,187.869995,24.17,209.309998
2018-01-10,187.839996,24.25,212.520004
2018-01-11,187.770004,24.35,217.240005
2018-01-12,179.369995,25.41,221.229996
2018-01-16,178.389999,24.66,221.52999900000003
2018-01-17,177.600006,24.559999,217.5
2018-01-18,179.800003,24.040001,220.330002
2018-01-19,181.289993,23.66,220.460007
2018-01-22,185.369995,23.32,227.580002
2018-01-23,189.350006,22.75,250.289993
2018-01-24,186.550003,22.370001,261.299988
2018-01-25,187.479996,22.16,269.700012
2018-01-26,190.0,24.27,274.600006
2018-01-29,185.979996,25.18,284.589996
2018-01-30,187.119995,25.620001,278.799988
2018-01-31,186.889999,25.809999,270.299988
2018-02-01,193.089996,27.139999,265.070007
2018-02-02,190.279999,25.92,267.429993
2018-02-05,181.259995,25.129999,254.25999500000003
2018-02-06,185.309998,25.24,265.720001
2018-02-07,180.179993,26.91,264.559998
2018-02-08,171.580002,30.18,250.100006
2018-02-09,176.110001,31.51,249.470001
2018-02-12,176.410004,30.950001,257.950012
2018-02-13,173.149994,33.439999,258.269989
2018-02-14,179.520004,33.75,266.0
2018-02-15,179.96000700000005,33.610001000000004,280.269989
2018-02-16,177.360001,33.060001,278.519989
2018-02-20,176.009995,32.84,278.549988
2018-02-21,177.910004,33.380001,281.040009
2018-02-22,178.990005,32.110001000000004,278.140015
2018-02-23,183.289993,32.66,285.929993
2018-02-26,184.929993,32.16,294.160004
2018-02-27,181.460007,31.32,290.609985
2018-02-28,178.320007,31.860001,291.380005
2018-03-01,175.940002,32.240002000000004,290.390015
2018-03-02,176.619995,33.0,301.049988
2018-03-05,180.399994,34.580002,315.0
2018-03-06,179.779999,34.43,325.220001
2018-03-07,183.710007,35.759998,321.160004
2018-03-08,182.339996,34.849998,317.0
2018-03-09,185.229996,35.349998,331.440002
2018-03-12,184.759995,35.5,321.299988
2018-03-13,181.880005,34.110001000000004,315.880005
2018-03-14,184.190002,36.599998,321.549988
2018-03-15,183.860001,35.799999,321.089996
2018-03-16,185.089996,35.580002,318.450012
2018-03-19,172.559998,34.98,313.480011
2018-03-20,168.149994,31.35,317.5
2018-03-21,169.389999,32.73,316.480011
2018-03-22,164.889999,31.200001,306.700012
2018-03-23,159.389999,31.030001,300.940002
2018-03-26,160.059998,31.91,320.350006
2018-03-27,152.220001,28.07,300.690002
2018-03-28,153.029999,28.450001,285.769989
2018-03-29,159.78999299999995,29.01,295.350006
2018-04-02,155.389999,28.040001,280.290009
2018-04-03,156.110001,27.540001,283.670013
2018-04-04,155.100006,28.25,288.940002
2018-04-05,159.339996,28.639999,293.970001
2018-04-06,157.199997,28.1,288.850006
2018-04-09,157.929993,28.01,289.929993
2018-04-10,165.03999299999995,29.530001,298.070007
2018-04-11,166.320007,29.389999,303.670013
2018-04-12,163.869995,29.0,309.25
2018-04-13,164.520004,28.76,311.649994
2018-04-16,164.830002,28.58,307.7799990000001
2018-04-17,168.660004,31.84,336.059998
2018-04-18,166.360001,31.540001,334.519989
2018-04-19,168.100006,31.540001,332.700012
2018-04-20,166.279999,31.91,327.769989
2018-04-23,165.839996,31.219999,318.690002
2018-04-24,159.690002,30.469999,307.019989
2018-04-25,159.690002,29.75,305.76001
2018-04-26,174.160004,30.27,313.980011
2018-04-27,173.589996,29.0,311.76001
2018-04-30,172.0,30.309999,312.459991
2018-05-01,173.860001,30.299999,313.299988
2018-05-02,176.070007,30.549999,313.359985
2018-05-03,174.020004,30.67,311.690002
2018-05-04,176.610001,31.040001,320.089996
2018-05-07,177.970001,31.33,326.26001
2018-05-08,178.919998,31.85,326.890015
2018-05-09,182.660004,32.459999,330.299988
2018-05-10,185.529999,32.869999,329.600006
2018-05-11,186.990005,32.75,326.459991
2018-05-14,186.639999,33.389999,328.5299990000001
2018-05-15,184.320007,32.75,326.130005
2018-05-16,183.199997,32.77,328.190002
2018-05-17,183.759995,32.580002,325.220001
2018-05-18,182.679993,32.630001,324.179993
2018-05-21,184.490005,33.630001,331.820007
2018-05-22,183.800003,32.860001000000004,331.619995
2018-05-23,186.899994,33.419998,344.720001
2018-05-24,185.929993,33.52,349.290009
2018-05-25,184.919998,33.630001,351.290009
2018-05-29,185.740005,34.040001000000004,349.730011
2018-05-30,187.669998,34.360001000000004,353.540009
2018-05-31,191.779999,34.700001,351.600006
2018-06-01,193.990005,36.650002,359.929993
2018-06-04,193.279999,37.880001,361.809998
2018-06-05,192.940002,39.799999,365.799988
2018-06-06,191.339996,40.099998,367.450012
2018-06-07,188.179993,39.700001,361.399994
2018-06-08,189.100006,41.209999,360.570007
